image_name,x1,x2,y1,y2
JPEG_20160621_115706_1000438377463.png,197.36665,413.98242,59.935406,386.6276
147323496557220.png,195.23152,415.17862,62.839813,385.01895
1480962299073_R2A2486.png,196.4855,414.51147,60.055534,386.6249
JPEG_20160513_161529_1000492237814.png,153.22263,473.95218,5.5345907,424.15002
JPEG_20160608_170951_1000543663668.png,149.08252,455.4862,14.109255,418.73434
1480950503293_R2A2117.png,157.2268,444.64612,119.11952,346.9518
JPEG_20160513_105913_1000783887544.png,150.97983,454.0737,134.74023,338.75027
JPEG_20160627_110121_1000892338177.png,123.77837,481.44592,142.3914,349.34265
JPEG_20161130_161732_1000521112629.png,148.34995,539.42163,112.30499,386.22314
1472628655203w_peg_33_black_white_06.png,161.11807,505.8308,108.53805,375.72305
1474724035100DSC07928.png,148.34995,539.42163,112.30499,386.22314
1478948343994eMazingShawls3504.png,129.73608,475.09433,127.61603,349.33023
JPEG_20160527_155940_1000132163517.png,124.01139,471.95773,151.2254,334.81134
JPEG_20161130_182414_1000368542218.png,74.94275,543.79193,111.85063,410.0666
1475057260196DSC02318.png,162.84297,438.12173,75.12285,373.70535
1468825591253JPEG_20160709_133648_1000644926214.png,166.08273,441.4709,74.29399,385.8891
JPEG_20161124_162124_1000402091920.png,171.25499,445.11267,56.108154,393.84525
1470727186876DSC_0033.png,175.3019,438.66727,98.17492,347.98682
1480972280895IMG_3540.png,164.29187,421.16003,84.53492,350.96774
1475059894676DSC02408.png,110.78267,481.0157,154.41467,348.0268
1477720898726JPEG_20161025_124436_1000716443177.png,101.27955,491.08127,142.51605,351.19553
JPEG_20160526_170617_1000933339568.png,109.389725,469.22757,149.85481,349.79047
JPEG_20161125_202134_1000687750117.png,120.73179,463.9261,150.45003,337.7102
1475152491002DSC00720.png,166.55722,420.00482,114.23935,357.27847
1473660682142DeeplearnS11986.png,114.04772,459.48,145.38223,339.3828
1475064313641DSC00251.png,106.07222,479.7943,133.11594,351.15268
1474722975745DSC07865.png,102.63109,463.9001,150.15982,339.92734
JPEG_20161130_162947_1000399576239.png,92.90914,520.52924,141.96265,360.7021
JPEG_20161125_195025_1000406118935.png,132.62871,469.98447,151.33574,343.32254
JPEG_20160702_133522_1000321760040.png,104.392815,481.03098,151.65935,358.4243
JPEG_20161125_184750_10004321181.png,178.67625,418.63623,75.36422,376.05295
1473747646802IMG_0541.png,38.357418,613.6163,112.412895,396.26123
1471420755405IMG_20160810_210501.png,101.73796,569.44446,164.51035,374.75067
1473486792967DeeplearnS11946.png,132.56769,576.745,140.0429,370.62292
147185176047620160818_111133.png,72.0635,575.1905,70.28044,432.0337
JPEG_20161123_200623_1000493348929.png,85.92275,589.70746,144.21432,389.57825
JPEG_20161129_181056_1000695959432.png,141.96571,518.7389,113.42043,363.00027
1475152070565DSC00541.png,120.961784,519.7534,140.28262,349.26913
JPEG_20160621_142109_1000303543286.png,92.51669,505.39734,135.12572,350.72098
148053613939520161126_210633.png,148.22174,505.57324,130.9411,385.38553
1468654660269JPEG_20160712_101147_1000411368715.png,159.9849,475.7227,105.900085,376.97894
1480337470501_R2A4023.png,91.558464,532.3771,113.747444,404.33173
JPEG_20160625_161318_100047170583.png,69.68177,515.7541,56.114967,396.20505
JPEG_20161126_183051_1000840864758.png,89.51222,541.29956,67.04732,410.8763
1473750736050IMG_1036.png,111.05372,511.61823,125.90253,380.19275
1472040785868w_peg_33_blue_glow_01_1.png,124.98774,519.32336,112.68353,398.2443
JPEG_20161123_124248_10005975408.png,118.71219,426.2708,65.12731,369.96484
1480513981529IMG_0474.png,135.77232,503.40866,35.508274,417.5271
1474716243429DSC07743.png,86.76762,550.07104,55.9201,415.0836
JPEG_20161208_155427_1000424041473.png,60.430042,519.5278,84.38102,363.44366
1474723890149DSC07721.png,91.54068,518.7692,49.72687,402.78537
JPEG_20160624_115752_1000758635004.png,95.31942,578.8196,59.299282,436.74536
1472043020175zoom1-Copy.png,107.75384,490.83533,92.72788,378.99594
JPEG_20160820_112325_1000672178346.png,79.279396,555.66986,78.16719,418.69302
1480497232137IMG_20161129_190019.png,89.104614,572.70557,103.778145,410.43564
JPEG_20161116_174750_1000844440549.png,90.14952,480.19095,86.654,365.1703
JPEG_20161202_173907_100046528739.png,124.62405,498.32867,75.44388,397.62787
147771784192920161028_161124.png,88.29183,585.9853,69.89086,402.57214
JPEG_20160820_114320_1000596635968.png,129.09294,530.7953,50.454956,413.8097
JPEG_20160820_114506_1000846487807.png,116.371445,652.1348,70.15354,449.27695
JPEG_20160623_153734_1000768433879.png,109.613945,576.7004,65.97249,405.026
1473840680302DSC_6006.png,156.54353,555.56415,66.32969,413.9792
1480502679686IMG_20161129_193803.png,126.861404,477.45676,55.73469,403.66418
147771815284220161028_154712.png,57.486893,539.2948,40.92239,410.20972
JPEG_20160530_153021_1000177989469.png,69.40846,546.50964,67.5202,389.88254
JPEG_20161118_182012_1000802807301.png,61.961166,548.16504,55.869514,415.20917
JPEG_20160702_145830_1000348337519.png,53.939587,581.20544,93.65266,450.37585
JPEG_20160820_144826_100010183422.png,125.67642,582.3715,66.241264,435.17438
JPEG_20161028_131303_1000348780802.png,80.25888,554.3479,125.54069,372.08722
JPEG_20160924_161732_1000638971650.png,86.340744,549.2087,22.063602,447.6722
147742475352320161025_155807.png,89.29275,570.29675,29.387575,473.80173
JPEG_20160629_140707_100052518419.png,140.09404,466.26797,52.356163,401.5031
JPEG_20161126_131927_1000783722239.png,66.632034,554.71454,94.51317,417.5585
JPEG_20161123_174709_1000904553740.png,113.75503,496.45007,149.65508,355.48956
1473665164268DeeplearnS162.png,94.21131,500.7508,141.97089,350.3067
1480970021421IMG_3371.png,95.7025,464.1658,155.95497,344.3749
JPEG_20160630_162121_1000113726302.png,88.09831,500.85004,157.84302,359.03207
JPEG_20160823_124009_1000107977852.png,134.78775,494.74078,132.14653,357.4066
JPEG_20161107_175929_100016240637.png,152.36208,490.6365,135.15399,371.46664
147444924759811472723022439-Mast--Harbour-Men-Navy-Perforated-Slip-On-Sneakers-2071472723022195-3.png,113.64123,464.1245,123.83854,348.32193
JPEG_20161007_133713_1000780360854.png,108.19188,488.13513,150.38997,354.1445
1474713943866DSC07434.png,115.44354,490.70282,139.0731,346.6194
JPEG_20160712_105040_1000495387149.png,142.22746,496.56827,104.30103,389.5323
148053658556620161126_210202.png,69.404106,531.95917,171.40439,338.81912
1473315220502DeeplearnS11296.png,77.61199,523.6475,130.09665,384.3965
1480606512048_R2A6094.png,176.86668,410.6069,111.28739,335.35468
JPEG_20160706_120407_1000519402039.png,120.97317,463.57983,129.26141,362.82916
JPEG_20160712_125654_100019675942.png,133.12999,479.38327,113.396774,373.24112
JPEG_20161124_172355_1000233439050.png,132.55191,477.58966,159.16492,334.05212
JPEG_20160711_162402_1000521645923.png,208.78357,434.12454,76.05932,380.15225
147772267782020161028_161701.png,173.45396,464.94315,133.18262,379.57874
1475262284465620600123f.png,186.60306,446.6828,73.16477,395.79544
1480962782704_R2A2519.png,201.84338,415.30887,62.456142,382.36703
JPEG_20161117_155435_100028898766.png,93.16025,479.5082,158.16312,309.0414
JPEG_20161124_130426_1000582863497.png,111.413,525.2879,103.20312,400.27692
JPEG_20160709_122708_1000718417410.png,160.52896,454.62503,112.06023,348.79987
JPEG_20161125_181045_1000768642474.png,153.98518,516.5706,123.5379,370.25156
1473661257853DeeplearnS11310.png,90.0921,554.1768,152.11731,346.14124
1480972050003IMG_3517.png,151.96376,553.3645,131.16681,381.4823
1473662929858DeeplearnS11364.png,104.64742,558.01184,145.42479,349.90427
1473316492657DeeplearnS11673.png,182.21191,422.41718,84.41926,367.91412
JPEG_20161118_131204_1000634754987.png,204.2898,414.99203,72.32464,367.17392
JPEG_20161126_153703_100082523649.png,140.73409,520.43274,131.81886,377.39905
1473315104861DeeplearnS11510.png,171.22668,493.90775,124.44,380.91418
1471331390038DSC_0011.png,86.5753,573.271,135.76201,369.6774
JPEG_20161117_175113_1000603912460.png,149.1749,545.2846,120.805504,374.67654
JPEG_20160924_140918_1000343823679.png,164.28503,463.5562,132.77826,355.9666
1473486871687DeeplearnS11985.png,146.59296,512.76074,125.25396,356.63412
JPEG_20160527_162837_1000563207853.png,150.1741,515.7157,127.6283,369.19333
JPEG_20161117_184659_1000888127299.png,128.71805,486.52322,136.77884,344.05362
JPEG_20160711_133950_1000364524807.png,129.63889,535.78674,69.00247,419.7804
JPEG_20161209_155943_1000815951487.png,180.17369,452.63327,98.94958,370.50665
JPEG_20161208_142659_1000458379904.png,192.01906,426.16647,82.33094,376.02863
JPEG_20161126_132034_1000516965318.png,104.785736,541.73114,89.7578,411.03058
1473752463572IMG_1389.png,149.13393,530.1641,92.61148,387.59903
JPEG_20160820_160147_100029847556.png,153.48448,506.85217,101.37956,381.32312
JPEG_20160607_144215_1000853882327.png,145.25874,497.25342,98.18612,375.13306
1468557492774JPEG_20160630_171413_1000409404142.png,137.75911,544.8738,123.65877,377.24997
1469623831138JPEG_20160628_133721_1000446260212.png,194.93622,433.00696,54.40385,394.2135
1475064369213DSC00259.png,159.19777,432.95123,132.16853,324.24103
JPEG_20160709_130533_100038562087.png,168.55394,478.83572,121.282326,362.83832
1473661034096DeeplearnS11254.png,167.53587,475.7915,126.02395,368.07925
JPEG_20160810_122752_1000780321071.png,156.86899,460.4846,87.00879,366.93008
1470727651026DSC_0038.png,84.97919,572.9931,122.11574,391.98416
JPEG_20161209_175704_1000457371785.png,77.91712,547.5242,133.68945,373.6882
1475151920811DSC00658.png,157.27202,493.74045,89.27841,397.72116
1478948192981eMazingShawls3480.png,134.67064,490.0032,75.10601,406.64276
JPEG_20160820_114346_1000684374339.png,194.34058,410.0539,68.17523,369.49612
147742632974220161025_152326.png,210.50566,425.9379,68.55527,385.57602
JPEG_20161127_173353_1000666919982.png,193.85518,438.04803,64.32208,388.35297
147742621673720161025_141706.png,160.31908,472.69608,117.6623,366.33218
JPEG_20160723_114743_1000956375709.png,132.38611,567.2264,129.0885,368.81824
JPEG_20160607_134255_1000301927151.png,156.60258,454.7594,66.79931,369.2075
JPEG_20161028_113716_1000590395025.png,87.94239,525.64575,66.95448,383.74222
1475152748130DSC00461.png,84.90555,568.49194,101.85346,405.77518
1473486318894DeeplearnS11806.png,96.46458,537.0992,115.6532,383.02576
1480955504868_R2A2253.png,153.2634,512.9833,98.58093,392.3851
JPEG_20160624_122928_1000735496397.png,138.56691,507.22888,91.93567,379.02313
JPEG_20161119_151217_1000432925829.png,171.03177,515.7726,116.61062,387.47675
JPEG_20161116_151501_1000179219582.png,170.08505,458.37347,81.63043,371.10583
JPEG_20160706_131519_1000336380135.png,143.411,472.65982,129.67159,354.48544
JPEG_20161129_181929_1000794508415.png,136.46165,477.96887,112.97152,356.95816
JPEG_20161116_153158_1000557287175.png,125.27572,492.95032,99.49859,391.6578
JPEG_20160629_141253_1000210820625.png,169.24043,507.32336,105.51576,367.7734
147772395066820161028_165949.png,86.817665,552.76245,158.27415,386.4249
JPEG_20161118_150235_1000574334027.png,115.16717,502.73596,122.98481,355.12857
JPEG_20161028_103505_1000836072375.png,180.31088,451.28534,70.14277,402.0011
JPEG_20161209_140305_100094214067.png,84.42695,570.46,134.35289,357.7376
JPEG_20161123_173636_10002802383.png,166.9055,527.73834,109.66732,379.19223
1480930868595_R2A1776.png,139.52615,540.9854,94.31958,390.34726
JPEG_20160810_115642_100072119640.png,69.5054,467.08902,69.55839,386.52274
JPEG_20161202_185551_1000778147409.png,132.2216,547.84784,126.71636,374.2961
JPEG_20161028_133037_1000691257881.png,142.80548,504.982,141.37425,339.20956
1473748704101IMG_1268.png,173.45396,464.94315,133.18262,379.57874
147772308356820161028_160529.png,196.04532,420.93738,71.41886,365.46188
1472628601772w_peg_33_black_white_01.png,145.25874,497.25342,98.18612,375.13306
JPEG_20161117_130557_1000166274819.png,133.08377,522.2349,111.45087,390.14764
JPEG_20161123_194825_1000901260329.png,100.08011,446.91895,76.046364,385.2747
1475010374390DSC019921.png,147.73897,557.5572,65.91799,427.60754
1480580008949E-mazingshawls29-11-201618513.png,144.63496,484.03406,66.65255,384.56686
JPEG_20160627_151203_1000367765190.png,130.98035,517.19934,94.33488,373.45746
JPEG_20160915_203653_1000824274314.png,157.9105,513.4386,119.72223,373.21878
1472040782847w_peg_33_black_white_06.png,86.79138,562.4579,149.93304,347.767
1475151352113DSC00573.png,151.71086,548.8764,135.73303,384.4194
JPEG_20160810_131134_1000760705517.png,186.02898,485.8343,104.9431,369.04004
JPEG_20160702_111750_1000581903989.png,159.48997,509.22293,142.6157,378.13248
1480508525902IMG_0384.png,94.24031,493.2823,106.03762,375.78058
JPEG_20161128_134255_1000687634378.png,89.838715,506.79486,137.75708,327.2328
JPEG_20161028_135721_100077363356.png,152.798,518.5695,116.494484,359.42325
JPEG_20160621_155045_1000683940543.png,158.21484,577.9355,118.88586,400.52896
JPEG_20161124_125709_1000716930460.png,137.71361,530.7222,137.37901,381.85724
JPEG_20160608_170018_1000618771682.png,103.16058,474.0069,66.70487,356.5999
1468668733474JPEG_20160712_112546_1000141703732.png,143.33574,489.55414,122.71816,360.9803
JPEG_20160702_133108_100065625259.png,180.61504,503.54803,124.66633,377.28745
1474713845843DSC07455.png,128.98561,561.60895,133.8075,367.64813
JPEG_20161125_153329_1000452337663.png,155.921,519.7601,120.23123,362.8018
JPEG_20161124_161114_1000172820122.png,132.16164,485.42828,153.41776,350.6347
JPEG_20161202_174929_1000825852362.png,151.6672,523.6749,91.22743,398.56577
147324162019211.png,120.82416,473.81808,87.79506,371.4507
JPEG_20161125_141636_1000859452436.png,159.73718,503.41125,96.818375,384.3173
1473660775623DeeplearnS11732.png,102.072266,543.5371,138.06293,360.26477
JPEG_20160702_130553_1000219720986.png,176.16985,523.89526,129.7498,367.4099
JPEG_20161208_143624_1000597801918.png,157.50504,459.27734,136.82297,354.79227
JPEG_20161129_181339_100014603013.png,137.13637,497.881,110.086945,376.47366
JPEG_20161028_150640_1000541199197.png,173.00517,429.76804,86.83616,375.61835
JPEG_20161121_171912_1000489929128.png,181.80023,434.06848,58.086357,405.70978
JPEG_20161129_171043_1000529239418.png,138.25844,524.3146,125.46473,379.08282
14716280809223a.png,117.59395,515.3797,135.07292,365.1729
1469615829240JPEG_20160625_132328_1000280288518.png,149.07935,509.8387,118.3796,375.42722
JPEG_20161129_151605_1000971802260.png,191.62119,469.55676,106.27761,381.74323
JPEG_20161129_181505_1000787502555.png,193.95152,434.73773,82.90408,373.9907
1474701046525DSC06991.png,186.81871,442.88876,89.71939,377.6626
1480511984574IMG_0133.png,177.314,410.86273,54.512257,381.14038
JPEG_20160709_152549_1000605889140.png,179.79721,435.9693,68.68302,383.01825
JPEG_20160912_152646_1000942504367.png,150.37376,515.05145,76.10679,402.50256
JPEG_20160513_131205_100038133981.png,70.29297,566.389,97.42925,387.14188
JPEG_20160704_174140_1000749444389.png,101.731865,534.61096,39.304028,395.46365
1480066692228IMG_0142.png,103.66097,478.97467,117.60547,363.83063
JPEG_20161124_172119_1000765574958.png,157.99745,455.1395,116.7172,354.72763
1475058149078DSC02343.png,158.94919,427.25458,78.72973,370.476
1468820910545JPEG_20160709_122345_1000170105580.png,87.86514,428.21326,93.88652,338.00354
JPEG_20160526_170335_1000389997615.png,170.08304,438.29813,114.15979,338.76
147444583886111469619096595-Roadster-Men-Casual-Shoes-9011469619096471-3.png,154.10442,523.23755,58.701477,394.84067
JPEG_20161202_182433_1000999099770.png,100.66527,543.5097,111.90143,387.22855
JPEG_20160912_153811_1000546906036.png,184.19395,500.45557,94.161095,399.99185
JPEG_20161126_134746_1000291976088.png,150.50346,498.6506,139.53604,353.20724
JPEG_20161124_135819_1000458224691.png,158.62933,500.31836,56.121964,379.3917
JPEG_20161007_141633_1000846361560.png,90.5536,493.91626,43.042263,427.19553
1474638639934DSC06333.png,121.52456,491.63885,52.836086,410.92856
1468821394876JPEG_20160709_120128_1000237856703.png,137.00735,468.75934,69.97746,403.21265
147772141377020161028_170245.png,164.37993,506.58264,65.630394,413.32492
1480511535721IMG_0351.png,148.38599,444.32733,60.092365,370.68378
1475152683825DSC00619.png,133.68144,494.113,55.300632,422.97174
JPEG_20161116_184245_1000758145438.png,130.49756,495.20764,55.34064,414.86426
1468495341824DSC_0191.png,155.29233,468.06644,75.590416,388.20157
JPEG_20161202_155717_1000611460838.png,121.59609,426.43546,98.15477,345.39914
JPEG_20160709_114906_1000449789183.png,113.88286,436.99503,61.715805,366.45682
1470746199802DSC_0248.png,106.4033,447.21655,45.393566,390.44592
JPEG_20161123_195125_1000303103119.png,131.82593,458.69012,43.184658,387.32895
1478946237804eMazingShawls4016.png,141.51344,441.2218,69.30419,369.1993
1480973372560IMG_2945.png,160.12416,545.9535,85.54758,442.01025
JPEG_20160623_125632_1000462971724.png,132.51842,508.58554,123.73815,337.47147
1473746392392IMG_0696.png,117.31143,437.96317,150.31512,317.13385
JPEG_20160623_134233_1000277296949.png,116.67954,514.67834,122.49868,377.7733
1474634039570DSC05959.png,158.66953,574.88275,124.32677,417.70657
JPEG_20161123_182357_1000628349401.png,153.59663,549.90765,121.048325,377.01834
1473749925429IMG_1143.png,95.47354,501.80542,120.60503,359.91885
1473751113753IMG_0999.png,115.660995,477.27225,125.16351,349.1308
1474723089362DSC07797.png,147.9649,453.3295,77.95156,386.32928
147444922075211468997465920-Mast--Harbour-Women-Black-Slip-Ons-431468997465740-2.png,110.18229,552.4834,97.84216,384.18607
JPEG_20161124_185652_1000236386954.png,90.5536,493.91626,43.042263,427.19553
JPEG_20161125_145922_100061205912.png,137.00735,468.75934,69.97746,403.21265
147444008374011472215508902-Mast--Harbour-Men-Grey-Sneakers-941472215508728-5.png,140.72606,453.43744,82.3852,378.32962
1480961996619_R2A2464.png,142.76541,472.10944,49.1065,393.92502
1474637449677DSC06771.png,130.49756,495.20764,55.34064,414.86426
JPEG_20160823_122645_1000366593631.png,113.88286,436.99503,61.715805,366.45682
JPEG_20161125_201236_1000585865555.png,100.74101,455.73004,59.441692,385.29465
JPEG_20160704_121756_1000948471571.png,144.51822,432.8527,63.636864,362.87155
JPEG_20160607_180215_1000472897091.png,106.4033,447.21655,45.393566,390.44592
JPEG_20160709_132849_1000199572882.png,88.46908,466.96893,52.01902,403.68604
147753793608320161026_123222.png,107.47827,456.95462,54.022835,387.02737
JPEG_20161128_171343_1000122922693.png,146.25256,508.4413,54.059624,420.9476
147771756807720161028_143102.png,145.79936,513.48157,116.47698,400.38553
JPEG_20161208_181500_1000333441093.png,147.9649,453.3295,77.95156,386.32928
1480339474190_R2A4189.png,141.51344,441.2218,69.30419,369.1993
JPEG_20160702_100415_1000221024623.png,125.391716,429.11856,75.839355,369.2863
JPEG_20160622_150032_100099743125.png,132.51842,508.58554,123.73815,337.47147
JPEG_20160607_162127_1000415637060.png,134.89247,569.0798,138.48611,390.04337
JPEG_20160627_111115_1000696847361.png,117.31143,437.96317,150.31512,317.13385
JPEG_20161114_164024_1000428544233.png,116.67954,514.67834,122.49868,377.7733
1472042912598w_molokini_ii_blk_glry_01.png,125.15817,451.69443,143.08821,335.0978
JPEG_20161028_121737_1000939434946.png,107.00263,483.6729,136.55704,337.61676
JPEG_20160711_162838_1000908297491.png,145.71056,553.6347,124.083534,422.7461
JPEG_20160607_161422_1000486560124.png,131.82593,458.69012,43.184658,387.32895
1480510424464IMG_0256.png,100.35342,470.30045,51.099365,408.22006
1470737022740DSC_0156.png,176.96805,554.7044,62.990288,423.3541
147771778894820161028_170827.png,181.28976,553.02844,68.93985,423.17877
1472043134658zoom3.png,126.48433,469.2793,67.321945,401.82864
JPEG_20160704_133328_1000808893811.png,94.14798,460.67984,44.850754,400.16122
JPEG_20160623_151346_1000304523745.png,77.01942,558.8719,54.618748,434.3255
1468495361301DSC_0216.png,123.89337,503.32886,39.279236,412.3564
1473317476719DeeplearnS134.png,122.11391,501.69537,85.44473,396.51584
JPEG_20160711_144423_1000246468178.png,112.27581,520.8099,96.750565,395.75177
JPEG_20161124_173440_1000317372383.png,90.32411,513.8046,63.433743,409.93268
JPEG_20160709_153117_1000868265383.png,55.284878,607.52313,61.307377,450.03827
JPEG_20161123_132455_1000855570860.png,121.34619,487.3883,74.02704,384.79648
JPEG_20160927_162039_1000874278652.png,85.11574,568.417,58.814423,435.02368
JPEG_20160524_155311_1000300337247.png,114.822914,455.44257,75.10825,379.14038
JPEG_20161202_162846_1000498696540.png,82.14408,575.43713,36.25366,457.80057
147771805192820161028_160442.png,142.89578,496.27365,47.473457,403.3689
1472043136789zoom5.png,116.8805,448.36194,96.04659,343.36475
147772151053620161028_160631.png,130.73067,494.64386,152.23442,337.87292
1480604195659_R2A5857.png,159.89125,456.5382,89.344635,380.278
1475151539059DSC00651.png,95.01374,511.9957,139.60825,346.16238
147742428915220161025_144227.png,83.12426,495.68478,131.5151,342.19287
JPEG_20160820_125318_1000995100780.png,89.95857,526.72766,126.48544,369.33942
JPEG_20161117_183707_100082163065.png,106.41642,498.68942,110.037704,375.364
147771784267920161028_170844.png,86.52081,523.8583,119.5047,375.67343
1480958666977_R2A2314.png,48.082222,523.8088,113.790726,357.834
JPEG_20161124_174625_100027404219.png,60.71821,473.1848,110.49099,336.733
JPEG_20160821_103121_1000737828541.png,81.978004,511.83765,143.8753,339.55493
JPEG_20161125_193921_1000373774677.png,97.32907,513.1399,156.917,327.78445
JPEG_20161202_173609_1000121920553.png,112.529724,494.62186,142.29575,337.46933
JPEG_20161128_125459_1000267616269.png,138.94882,503.2499,126.24286,375.60907
JPEG_20161203_154719_100032138169.png,127.04636,511.39703,139.6516,351.87375
JPEG_20160820_131053_1000873313665.png,67.85629,533.509,116.999855,383.302
JPEG_20160527_130121_1000102835524.png,112.53751,527.0608,133.73862,342.53568
JPEG_20160820_112958_1000195344236.png,56.92607,603.9781,88.84887,396.30542
1473748900723IMG_1224.png,156.61588,440.0325,113.60712,337.49643
1470740514974DSC_0189.png,38.98303,547.2559,131.62938,368.50876
JPEG_20160709_132039_1000959537113.png,98.16464,511.7469,114.54191,389.3459
JPEG_20160624_132336_1000583995497.png,54.74371,536.83685,107.00805,362.022
147753783468820161026_122416.png,93.865585,499.98215,105.48219,370.70758
1474703400749DSC07121.png,149.08252,455.4862,14.109255,418.73434
JPEG_20161123_131851_1000481281182.png,153.22263,473.95218,5.5345907,424.15002
JPEG_20160524_142414_1000599859455.png,149.08252,455.4862,14.109255,418.73434
JPEG_20160704_142057_1000133048956.png,149.08252,455.4862,14.109255,418.73434
JPEG_20161207_173952_1000442806262.png,149.08252,455.4862,14.109255,418.73434
JPEG_20161126_135301_1000930371152.png,152.55786,501.2814,26.236496,443.85614
1473665243458DeeplearnS11460.png,178.84763,451.2261,73.842285,380.5418
147772323606020161028_161027.png,123.526794,512.5864,130.8202,362.67548
1468653013902JPEG_20160712_101036_100022123052.png,170.92215,549.2588,106.40741,385.19998
1480955866328_R2A2266.png,154.84152,520.5525,114.98373,368.06903
1473660377222DeeplearnS11945.png,165.648,489.54642,102.49205,356.6745
JPEG_20160709_114136_1000898176033.png,160.54228,480.8764,112.01627,362.27032
1470809393716DSC_0041.png,178.7974,534.3637,100.40455,389.8294
JPEG_20161126_143222_1000852164833.png,183.24236,533.17175,76.28833,380.8641
1470835134192IMG_20160810_172656.png,67.74297,450.15317,122.60009,342.96497
JPEG_20160803_114844_1000954825235.png,200.49501,422.00476,61.843124,388.78665
147742628561220161025_151842.png,141.2223,543.25446,147.56065,361.3803
1469620538383JPEG_20160625_121816_1000532029095.png,109.426834,436.7357,105.73739,351.12427
JPEG_20160607_162315_1000884699505.png,95.50153,435.44815,97.491066,340.46786
147185171233920160818_123816.png,164.69827,537.1616,78.766785,404.07083
