,Unnamed: 0,City,Category.of.SKU,Sale,LiteracyRate,Population,AvgCPI,Area(km2)
30,31,Bhagalpur,Utensils,3702.0,79.26,400146,144.0,342.0
50,51,Bilaspur,Wellness,388633.01702127705,88.13,331030,141.6,345.8
51,52,Bilaspur,Cookware,1281239.95744681,88.13,331030,141.6,345.8
52,53,Bilaspur,Crockery,1500587.62978723,88.13,331030,141.6,345.8
53,54,Bilaspur,Electronics,4173297.76595745,88.13,331030,141.6,345.8
54,55,Bilaspur,Farm Fresh,247961.68936170198,88.13,331030,141.6,345.8
55,56,Bilaspur,Fashion,30317269.6382979,88.13,331030,141.6,345.8
56,57,Bilaspur,Food Services,233372.01276595698,88.13,331030,141.6,345.8
57,58,Bilaspur,Shoes,1063127.61276596,88.13,331030,141.6,345.8
58,59,Bilaspur,Home Essentials,1505429.05957447,88.13,331030,141.6,345.8
59,60,Bilaspur,Home Fashion,3176552.02553192,88.13,331030,141.6,345.8
60,61,Bilaspur,Healthcare,17543805.7191489,88.13,331030,141.6,345.8
61,62,Bilaspur,Trolley Bags,2380004.62978723,88.13,331030,141.6,345.8
62,63,Bilaspur,Plastics,3724322.27234043,88.13,331030,141.6,345.8
63,64,Bilaspur,Processed Food,14026340.021276599,88.13,331030,141.6,345.8
64,65,Bilaspur,Sports,325211.242553191,88.13,331030,141.6,345.8
65,66,Bilaspur,Staples,13886973.561702099,88.13,331030,141.6,345.8
66,67,Bilaspur,Stationery,2124750.91914894,88.13,331030,141.6,345.8
67,68,Bilaspur,Toys,1417239.29361702,88.13,331030,141.6,345.8
68,69,Bilaspur,Utensils,2398757.99574468,88.13,331030,141.6,345.8
69,70,Burdwan,Wellness,2276430.09787234,88.31,314265,143.6,59.0
70,71,Burdwan,Cookware,2372522.01276596,88.31,314265,143.6,59.0
71,72,Burdwan,Crockery,2916523.54468085,88.31,314265,143.6,59.0
72,73,Burdwan,Electronics,5574540.310638299,88.31,314265,143.6,59.0
73,74,Burdwan,Farm Fresh,2117807.78723404,88.31,314265,143.6,59.0
74,75,Burdwan,Fashion,33393354.136170197,88.31,314265,143.6,59.0
75,76,Burdwan,Food Services,22400.3957446809,88.31,314265,143.6,59.0
76,77,Burdwan,Shoes,175727.455319149,88.31,314265,143.6,59.0
77,78,Burdwan,Home Essentials,7437.6170212766,88.31,314265,143.6,59.0
78,79,Burdwan,Home Fashion,3276933.97021276,88.31,314265,143.6,59.0
79,80,Burdwan,Healthcare,20441850.174468104,88.31,314265,143.6,59.0
80,81,Burdwan,Trolley Bags,3556570.73617021,88.31,314265,143.6,59.0
81,82,Burdwan,Plastics,3995496.7787234,88.31,314265,143.6,59.0
82,83,Burdwan,Processed Food,19588367.9148936,88.31,314265,143.6,59.0
83,84,Burdwan,Sports,302110.306382979,88.31,314265,143.6,59.0
84,85,Burdwan,Staples,14166456.2893617,88.31,314265,143.6,59.0
85,86,Burdwan,Stationery,19706998.531914897,88.31,314265,143.6,59.0
86,87,Burdwan,Toys,2066979.33617021,88.31,314265,143.6,59.0
87,88,Burdwan,Utensils,3797518.54042553,88.31,314265,143.6,59.0
88,89,Cuttack,Wellness,480547.70212766,91.0,610189,144.5,398.0
89,90,Cuttack,Cookware,2034576.32340426,91.0,610189,144.5,398.0
90,91,Cuttack,Crockery,2798322.64255319,91.0,610189,144.5,398.0
91,92,Cuttack,Electronics,5517266.10638298,91.0,610189,144.5,398.0
92,93,Cuttack,Farm Fresh,303929.161702128,91.0,610189,144.5,398.0
93,94,Cuttack,Fashion,36881707.6425532,91.0,610189,144.5,398.0
94,95,Cuttack,Food Services,810208.719148936,91.0,610189,144.5,398.0
95,96,Cuttack,Shoes,1197917.49787234,91.0,610189,144.5,398.0
96,97,Cuttack,Home Essentials,1526326.02553192,91.0,610189,144.5,398.0
97,98,Cuttack,Home Fashion,5304414.33617021,91.0,610189,144.5,398.0
98,99,Cuttack,Healthcare,26176664.5106383,91.0,610189,144.5,398.0
99,100,Cuttack,Trolley Bags,4784038.32340425,91.0,610189,144.5,398.0
100,101,Cuttack,Plastics,5227638.55744681,91.0,610189,144.5,398.0
101,102,Cuttack,Processed Food,23752021.706382997,91.0,610189,144.5,398.0
102,103,Cuttack,Sports,387858.00851063797,91.0,610189,144.5,398.0
103,104,Cuttack,Staples,19244155.102127697,91.0,610189,144.5,398.0
104,105,Cuttack,Stationery,1981541.03829787,91.0,610189,144.5,398.0
105,106,Cuttack,Toys,2281462.20851064,91.0,610189,144.5,398.0
106,107,Cuttack,Utensils,4086802.75319149,91.0,610189,144.5,398.0
107,108,Darjeeling,Wellness,153868.591489362,93.85,118805,143.6,10.57
108,109,Darjeeling,Cookware,1001375.89361702,93.85,118805,143.6,10.57
109,110,Darjeeling,Crockery,1542496.23829787,93.85,118805,143.6,10.57
110,111,Darjeeling,Electronics,2216824.35319149,93.85,118805,143.6,10.57
111,112,Darjeeling,Fashion,17896912.093617,93.85,118805,143.6,10.57
112,113,Darjeeling,Food Services,207511.063829787,93.85,118805,143.6,10.57
113,114,Darjeeling,Shoes,235734.86808510602,93.85,118805,143.6,10.57
114,115,Darjeeling,Home Essentials,8132.553191489359,93.85,118805,143.6,10.57
115,116,Darjeeling,Home Fashion,2170208.8,93.85,118805,143.6,10.57
116,117,Darjeeling,Healthcare,9080292.34042553,93.85,118805,143.6,10.57
117,118,Darjeeling,Trolley Bags,1527941.80425532,93.85,118805,143.6,10.57
118,119,Darjeeling,Plastics,3494301.64255319,93.85,118805,143.6,10.57
119,120,Darjeeling,Processed Food,8563359.72340426,93.85,118805,143.6,10.57
120,121,Darjeeling,Sports,347130.536170213,93.85,118805,143.6,10.57
121,122,Darjeeling,Staples,9563348.48510638,93.85,118805,143.6,10.57
122,123,Darjeeling,Stationery,1722592.38723404,93.85,118805,143.6,10.57
123,124,Darjeeling,Toys,2050861.14468085,93.85,118805,143.6,10.57
124,125,Darjeeling,Utensils,2108162.01276596,93.85,118805,143.6,10.57
125,126,Deoghar,Wellness,179855.25106383,85.68,203123,142.2,337.0
126,127,Deoghar,Cookware,1811486.73617021,85.68,203123,142.2,337.0
127,128,Deoghar,Crockery,1702889.46808511,85.68,203123,142.2,337.0
128,129,Deoghar,Electronics,3685102.0893617,85.68,203123,142.2,337.0
129,130,Deoghar,Farm Fresh,333188.178723404,85.68,203123,142.2,337.0
130,131,Deoghar,Fashion,24417492.3106383,85.68,203123,142.2,337.0
131,132,Deoghar,Food Services,15532.3021276596,85.68,203123,142.2,337.0
132,133,Deoghar,Shoes,883200.068085107,85.68,203123,142.2,337.0
133,134,Deoghar,Home Essentials,193751.99574468101,85.68,203123,142.2,337.0
134,135,Deoghar,Home Fashion,3342223.93191489,85.68,203123,142.2,337.0
135,136,Deoghar,Healthcare,19294323.408510603,85.68,203123,142.2,337.0
136,137,Deoghar,Trolley Bags,3165223.45957447,85.68,203123,142.2,337.0
137,138,Deoghar,Plastics,3762673.70638298,85.68,203123,142.2,337.0
138,139,Deoghar,Processed Food,17298241.2340426,85.68,203123,142.2,337.0
139,140,Deoghar,Sports,278088.94893617,85.68,203123,142.2,337.0
140,141,Deoghar,Staples,14620962.370212803,85.68,203123,142.2,337.0
141,142,Deoghar,Stationery,2668953.38297872,85.68,203123,142.2,337.0
142,143,Deoghar,Toys,1546082.53617021,85.68,203123,142.2,337.0
143,144,Deoghar,Utensils,2885614.41702128,85.68,203123,142.2,337.0
144,145,Dhanbad,Wellness,331290.07234042604,79.47,1162472,142.2,2052.0
145,146,Dhanbad,Cookware,2483055.58723404,79.47,1162472,142.2,2052.0
146,147,Dhanbad,Crockery,3197925.11914894,79.47,1162472,142.2,2052.0
147,148,Dhanbad,Electronics,8648718.74042553,79.47,1162472,142.2,2052.0
148,149,Dhanbad,Farm Fresh,102878.978723404,79.47,1162472,142.2,2052.0
149,150,Dhanbad,Fashion,34640695.0510638,79.47,1162472,142.2,2052.0
150,151,Dhanbad,Food Services,1373608.2893617,79.47,1162472,142.2,2052.0
151,152,Dhanbad,Shoes,207609.225531915,79.47,1162472,142.2,2052.0
152,153,Dhanbad,Home Essentials,32518.5319148936,79.47,1162472,142.2,2052.0
153,154,Dhanbad,Home Fashion,6152379.99148936,79.47,1162472,142.2,2052.0
154,155,Dhanbad,Healthcare,24678017.646808498,79.47,1162472,142.2,2052.0
155,156,Dhanbad,Trolley Bags,6245068.72340426,79.47,1162472,142.2,2052.0
156,157,Dhanbad,Plastics,5210714.43829787,79.47,1162472,142.2,2052.0
157,158,Dhanbad,Processed Food,23604789.5148936,79.47,1162472,142.2,2052.0
158,159,Dhanbad,Sports,573305.30212766,79.47,1162472,142.2,2052.0
159,160,Dhanbad,Staples,17606666.374468103,79.47,1162472,142.2,2052.0
160,161,Dhanbad,Stationery,2886914.08510638,79.47,1162472,142.2,2052.0
161,162,Dhanbad,Toys,2523043.61702128,79.47,1162472,142.2,2052.0
162,163,Dhanbad,Utensils,3942927.36170213,79.47,1162472,142.2,2052.0
220,221,Jamshedpur,Wellness,725622.587234042,86.91,631364,142.2,209.0
221,222,Jamshedpur,Cookware,2188493.70212766,86.91,631364,142.2,209.0
222,223,Jamshedpur,Crockery,2711108.3787233997,86.91,631364,142.2,209.0
223,224,Jamshedpur,Electronics,5338463.45531915,86.91,631364,142.2,209.0
224,225,Jamshedpur,Farm Fresh,211730.58297872302,86.91,631364,142.2,209.0
225,226,Jamshedpur,Fashion,29375996.6595745,86.91,631364,142.2,209.0
226,227,Jamshedpur,Food Services,1915957.36595745,86.91,631364,142.2,209.0
227,228,Jamshedpur,Shoes,1096925.62978723,86.91,631364,142.2,209.0
228,229,Jamshedpur,Home Essentials,309615.987234043,86.91,631364,142.2,209.0
229,230,Jamshedpur,Home Fashion,5621901.88510638,86.91,631364,142.2,209.0
230,231,Jamshedpur,Healthcare,22717806.982978698,86.91,631364,142.2,209.0
231,232,Jamshedpur,Trolley Bags,5335605.66382979,86.91,631364,142.2,209.0
232,233,Jamshedpur,Plastics,4847736.32765958,86.91,631364,142.2,209.0
233,234,Jamshedpur,Processed Food,19273826.2510638,86.91,631364,142.2,209.0
234,235,Jamshedpur,Sports,495011.863829787,86.91,631364,142.2,209.0
235,236,Jamshedpur,Staples,17547023.008510597,86.91,631364,142.2,209.0
236,237,Jamshedpur,Stationery,2794643.18723404,86.91,631364,142.2,209.0
237,238,Jamshedpur,Toys,1834935.79574468,86.91,631364,142.2,209.0
238,239,Jamshedpur,Utensils,3423525.66808511,86.91,631364,142.2,209.0
239,240,Jorhat,Wellness,558708.680851064,83.42,1091295,142.6,9.0
240,241,Jorhat,Cookware,1797355.61702128,83.42,1091295,142.6,9.0
241,242,Jorhat,Crockery,2865396.24255319,83.42,1091295,142.6,9.0
242,243,Jorhat,Electronics,3337847.45957447,83.42,1091295,142.6,9.0
243,244,Jorhat,Farm Fresh,704030.672340425,83.42,1091295,142.6,9.0
244,245,Jorhat,Fashion,47338342.4170212,83.42,1091295,142.6,9.0
245,246,Jorhat,Food Services,62367.6936170213,83.42,1091295,142.6,9.0
246,247,Jorhat,Shoes,823392.2978723409,83.42,1091295,142.6,9.0
247,248,Jorhat,Home Essentials,14990.170212766001,83.42,1091295,142.6,9.0
248,249,Jorhat,Home Fashion,4920629.85531915,83.42,1091295,142.6,9.0
249,250,Jorhat,Healthcare,17875257.8553192,83.42,1091295,142.6,9.0
250,251,Jorhat,Trolley Bags,3660631.39574468,83.42,1091295,142.6,9.0
251,252,Jorhat,Plastics,6474161.05106383,83.42,1091295,142.6,9.0
252,253,Jorhat,Processed Food,19103691.987234,83.42,1091295,142.6,9.0
253,254,Jorhat,Sports,434661.591489362,83.42,1091295,142.6,9.0
254,255,Jorhat,Staples,15115969.4851064,83.42,1091295,142.6,9.0
255,256,Jorhat,Stationery,1728662.54468085,83.42,1091295,142.6,9.0
256,257,Jorhat,Toys,2518931.3787233997,83.42,1091295,142.6,9.0
257,258,Jorhat,Utensils,4142514.42978724,83.42,1091295,142.6,9.0
258,259,Kharagpur,Wellness,1486728.7787233999,85.76,207604,143.6,127.0
259,260,Kharagpur,Cookware,2509206.95744681,85.76,207604,143.6,127.0
260,261,Kharagpur,Crockery,2233472.18723404,85.76,207604,143.6,127.0
261,262,Kharagpur,Electronics,6991580.08510638,85.76,207604,143.6,127.0
262,263,Kharagpur,Farm Fresh,1523359.75744681,85.76,207604,143.6,127.0
263,264,Kharagpur,Fashion,43997460.085106395,85.76,207604,143.6,127.0
264,265,Kharagpur,Food Services,6155794.83829787,85.76,207604,143.6,127.0
265,266,Kharagpur,Shoes,1243483.3787234,85.76,207604,143.6,127.0
266,267,Kharagpur,Home Essentials,1362975.44255319,85.76,207604,143.6,127.0
267,268,Kharagpur,Home Fashion,3587086.01702128,85.76,207604,143.6,127.0
268,269,Kharagpur,Healthcare,21848335.8765957,85.76,207604,143.6,127.0
269,270,Kharagpur,Trolley Bags,4281189.13191489,85.76,207604,143.6,127.0
270,271,Kharagpur,Plastics,4223666.60425532,85.76,207604,143.6,127.0
271,272,Kharagpur,Processed Food,23901341.787234,85.76,207604,143.6,127.0
272,273,Kharagpur,Sports,327020.357446808,85.76,207604,143.6,127.0
273,274,Kharagpur,Staples,18524616.8,85.76,207604,143.6,127.0
274,275,Kharagpur,Stationery,29745709.391489398,85.76,207604,143.6,127.0
275,276,Kharagpur,Toys,1901587.17446808,85.76,207604,143.6,127.0
276,277,Kharagpur,Utensils,3862787.6,85.76,207604,143.6,127.0
372,373,Sambalpur,Wellness,914083.68,85.53,184000,144.5,670.0
373,374,Sambalpur,Cookware,5586852.46,85.53,184000,144.5,670.0
374,375,Sambalpur,Crockery,5498122.67,85.53,184000,144.5,670.0
375,376,Sambalpur,Electronics,9442586.52,85.53,184000,144.5,670.0
376,377,Sambalpur,Farm Fresh,7288194.42,85.53,184000,144.5,670.0
377,378,Sambalpur,Fashion,80520402.06,85.53,184000,144.5,670.0
378,379,Sambalpur,Food Services,211095.17,85.53,184000,144.5,670.0
379,380,Sambalpur,Shoes,587432.02,85.53,184000,144.5,670.0
380,381,Sambalpur,Home Essentials,409.0,85.53,184000,144.5,670.0
381,382,Sambalpur,Home Fashion,12004514.31,85.53,184000,144.5,670.0
382,383,Sambalpur,Healthcare,56020341.41,85.53,184000,144.5,670.0
383,384,Sambalpur,Trolley Bags,8163995.71,85.53,184000,144.5,670.0
384,385,Sambalpur,Plastics,13616891.9,85.53,184000,144.5,670.0
385,386,Sambalpur,Processed Food,52996907.49,85.53,184000,144.5,670.0
386,387,Sambalpur,Sports,1230373.31,85.53,184000,144.5,670.0
387,388,Sambalpur,Staples,34802523.86,85.53,184000,144.5,670.0
388,389,Sambalpur,Stationery,1704049.79,85.53,184000,144.5,670.0
389,390,Sambalpur,Toys,4899006.35,85.53,184000,144.5,670.0
390,391,Sambalpur,Utensils,9339753.72,85.53,184000,144.5,670.0
391,392,Silchar,Wellness,799186.36,90.93,172830,142.6,343.0
392,393,Silchar,Cookware,2376502.84,90.93,172830,142.6,343.0
393,394,Silchar,Crockery,3387855.0,90.93,172830,142.6,343.0
394,395,Silchar,Electronics,5433230.03,90.93,172830,142.6,343.0
395,396,Silchar,Farm Fresh,23787.57,90.93,172830,142.6,343.0
396,397,Silchar,Fashion,49436721.78,90.93,172830,142.6,343.0
397,398,Silchar,Food Services,1060.0,90.93,172830,142.6,343.0
398,399,Silchar,Shoes,393438.56,90.93,172830,142.6,343.0
399,400,Silchar,Home Essentials,0.0,90.93,172830,142.6,343.0
400,401,Silchar,Home Fashion,5946052.57,90.93,172830,142.6,343.0
401,402,Silchar,Healthcare,18954391.88,90.93,172830,142.6,343.0
402,403,Silchar,Trolley Bags,4372821.86,90.93,172830,142.6,343.0
403,404,Silchar,Plastics,6435073.73,90.93,172830,142.6,343.0
404,405,Silchar,Processed Food,18902779.39,90.93,172830,142.6,343.0
405,406,Silchar,Sports,480376.59,90.93,172830,142.6,343.0
406,407,Silchar,Staples,19460455.96,90.93,172830,142.6,343.0
407,408,Silchar,Stationery,4325342.2,90.93,172830,142.6,343.0
408,409,Silchar,Toys,3222368.03,90.93,172830,142.6,343.0
409,410,Silchar,Utensils,5127277.94,90.93,172830,142.6,343.0
