City,Category.of.SKU,City.Type,Sale,State,LiteracyRate,Population,AvgCPI,Area.km2.,Literacy.Rate....,City.Population..excluding.agglomeration..as.per.2011.Census,Avg..CPI.for.the.Period,Area..km2.,Population.density,Mobile.Landline,Kids.population,Teen.population,Working.population,Oldage.population,Percentage.of.plastic.for.roof,Percentage.of.plastic.for.wall,Banking,Radio,TV,Comp,Number.of.females,Number.of.literates,Per.capita.spending,Percentage.of.population.below.BPL.2011.12.,NSDP.per.capita,Total sales
Asansol,Healthcare,Town,29394050.1021277,West Bengal,83.3,563917,143.6,49,83.3,563917,143.6,49,11508.5102,7.4,136928,166594,230557,29838,0.4,0.2,67.5,13.5,76.3,5,274728,469742,1079.25,22.52,70059,168630885.634043
Asansol,Trolley Bags,Town,4495174.47659575,West Bengal,83.3,563917,143.6,49,83.3,563917,143.6,49,11508.5102,7.4,136928,166594,230557,29838,0.4,0.2,67.5,13.5,76.3,5,274728,469742,1079.25,22.52,70059,168630885.634043
Asansol,Plastics,Town,5192360.4,West Bengal,83.3,563917,143.6,49,83.3,563917,143.6,49,11508.5102,7.4,136928,166594,230557,29838,0.4,0.2,67.5,13.5,76.3,5,274728,469742,1079.25,22.52,70059,168630885.634043
Asansol,Processed Food,Town,28621607.8042553,West Bengal,83.3,563917,143.6,49,83.3,563917,143.6,49,11508.5102,7.4,136928,166594,230557,29838,0.4,0.2,67.5,13.5,76.3,5,274728,469742,1079.25,22.52,70059,168630885.634043
Asansol,Sports,Town,383632.365957447,West Bengal,83.3,563917,143.6,49,83.3,563917,143.6,49,11508.5102,7.4,136928,166594,230557,29838,0.4,0.2,67.5,13.5,76.3,5,274728,469742,1079.25,22.52,70059,168630885.634043
Asansol,Staples,Town,26036011.8340426,West Bengal,83.3,563917,143.6,49,83.3,563917,143.6,49,11508.5102,7.4,136928,166594,230557,29838,0.4,0.2,67.5,13.5,76.3,5,274728,469742,1079.25,22.52,70059,168630885.634043
Asansol,Stationery,Town,9768392.25106383,West Bengal,83.3,563917,143.6,49,83.3,563917,143.6,49,11508.5102,7.4,136928,166594,230557,29838,0.4,0.2,67.5,13.5,76.3,5,274728,469742,1079.25,22.52,70059,168630885.634043
Asansol,Toys,Town,2189530.43404255,West Bengal,83.3,563917,143.6,49,83.3,563917,143.6,49,11508.5102,7.4,136928,166594,230557,29838,0.4,0.2,67.5,13.5,76.3,5,274728,469742,1079.25,22.52,70059,168630885.634043
Asansol,Utensils,Town,4791059.79148936,West Bengal,83.3,563917,143.6,49,83.3,563917,143.6,49,11508.5102,7.4,136928,166594,230557,29838,0.4,0.2,67.5,13.5,76.3,5,274728,469742,1079.25,22.52,70059,168630885.634043
Bhagalpur,Crockery,Town,1234,Bihar,79.26,400146,144,342,79.26,400146,144,342,1170.017544,3.6,126771,114681,139242,18375,1.7,0.5,58,24.1,46.6,3.74,191519,317155,938.01,34.06,31199,35547478.9191489
Bhagalpur,Electronics,Town,1234,Bihar,79.26,400146,144,342,79.26,400146,144,342,1170.017544,3.6,126771,114681,139242,18375,1.7,0.5,58,24.1,46.6,3.74,191519,317155,938.01,34.06,31199,35547478.9191489
Bhagalpur,Fashion,Town,32400422.6638298,Bihar,79.26,400146,144,342,79.26,400146,144,342,1170.017544,3.6,126771,114681,139242,18375,1.7,0.5,58,24.1,46.6,3.74,191519,317155,938.01,34.06,31199,35547478.9191489
Bhagalpur,Shoes,Town,593050.136170213,Bihar,79.26,400146,144,342,79.26,400146,144,342,1170.017544,3.6,126771,114681,139242,18375,1.7,0.5,58,24.1,46.6,3.74,191519,317155,938.01,34.06,31199,35547478.9191489
Bhagalpur,Home Essentials,Town,11124.7234042553,Bihar,79.26,400146,144,342,79.26,400146,144,342,1170.017544,3.6,126771,114681,139242,18375,1.7,0.5,58,24.1,46.6,3.74,191519,317155,938.01,34.06,31199,35547478.9191489
Bhagalpur,Home Fashion,Town,2313605.18723404,Bihar,79.26,400146,144,342,79.26,400146,144,342,1170.017544,3.6,126771,114681,139242,18375,1.7,0.5,58,24.1,46.6,3.74,191519,317155,938.01,34.06,31199,35547478.9191489
Bhagalpur,Trolley Bags,Town,26477.3617021277,Bihar,79.26,400146,144,342,79.26,400146,144,342,1170.017544,3.6,126771,114681,139242,18375,1.7,0.5,58,24.1,46.6,3.74,191519,317155,938.01,34.06,31199,35547478.9191489
Bhagalpur,Plastics,Town,2468,Bihar,79.26,400146,144,342,79.26,400146,144,342,1170.017544,3.6,126771,114681,139242,18375,1.7,0.5,58,24.1,46.6,3.74,191519,317155,938.01,34.06,31199,35547478.9191489
Bhagalpur,Processed Food,Town,2472.3404255319,Bihar,79.26,400146,144,342,79.26,400146,144,342,1170.017544,3.6,126771,114681,139242,18375,1.7,0.5,58,24.1,46.6,3.74,191519,317155,938.01,34.06,31199,35547478.9191489
Bhagalpur,Stationery,Town,183050.506382979,Bihar,79.26,400146,144,342,79.26,400146,144,342,1170.017544,3.6,126771,114681,139242,18375,1.7,0.5,58,24.1,46.6,3.74,191519,317155,938.01,34.06,31199,35547478.9191489
Bhagalpur,Toys,Town,8638,Bihar,79.26,400146,144,342,79.26,400146,144,342,1170.017544,3.6,126771,114681,139242,18375,1.7,0.5,58,24.1,46.6,3.74,191519,317155,938.01,34.06,31199,35547478.9191489
Bhagalpur,Utensils,Town,3702,Bihar,79.26,400146,144,342,79.26,400146,144,342,1170.017544,3.6,126771,114681,139242,18375,1.7,0.5,58,24.1,46.6,3.74,191519,317155,938.01,34.06,31199,35547478.9191489
Bhubaneshwar,Wellness,City,3510542.27659574,Orissa,91.87,843402,144.5,135,91.87,843402,144.5,135,6247.422222,14.3,201502,264085,390802,24721,3.6,0.5,72.5,24.7,71,16,417226,774833,1419.92,17.29,52559,605670526.795745
Bhubaneshwar,Cookware,City,6911649.73191489,Orissa,91.87,843402,144.5,135,91.87,843402,144.5,135,6247.422222,14.3,201502,264085,390802,24721,3.6,0.5,72.5,24.7,71,16,417226,774833,1419.92,17.29,52559,605670526.795745
Bhubaneshwar,Crockery,City,10964260.5148936,Orissa,91.87,843402,144.5,135,91.87,843402,144.5,135,6247.422222,14.3,201502,264085,390802,24721,3.6,0.5,72.5,24.7,71,16,417226,774833,1419.92,17.29,52559,605670526.795745
Bhubaneshwar,Electronics,City,7074638.99574468,Orissa,91.87,843402,144.5,135,91.87,843402,144.5,135,6247.422222,14.3,201502,264085,390802,24721,3.6,0.5,72.5,24.7,71,16,417226,774833,1419.92,17.29,52559,605670526.795745
Bhubaneshwar,Farm Fresh,City,1123880.3787234,Orissa,91.87,843402,144.5,135,91.87,843402,144.5,135,6247.422222,14.3,201502,264085,390802,24721,3.6,0.5,72.5,24.7,71,16,417226,774833,1419.92,17.29,52559,605670526.795745
Bhubaneshwar,Fashion,City,199716680.595745,Orissa,91.87,843402,144.5,135,91.87,843402,144.5,135,6247.422222,14.3,201502,264085,390802,24721,3.6,0.5,72.5,24.7,71,16,417226,774833,1419.92,17.29,52559,605670526.795745
Bhubaneshwar,Food Services,City,2635829.28510638,Orissa,91.87,843402,144.5,135,91.87,843402,144.5,135,6247.422222,14.3,201502,264085,390802,24721,3.6,0.5,72.5,24.7,71,16,417226,774833,1419.92,17.29,52559,605670526.795745
Bhubaneshwar,Shoes,City,7740744.75744681,Orissa,91.87,843402,144.5,135,91.87,843402,144.5,135,6247.422222,14.3,201502,264085,390802,24721,3.6,0.5,72.5,24.7,71,16,417226,774833,1419.92,17.29,52559,605670526.795745
Bhubaneshwar,Home Essentials,City,5655842.72340426,Orissa,91.87,843402,144.5,135,91.87,843402,144.5,135,6247.422222,14.3,201502,264085,390802,24721,3.6,0.5,72.5,24.7,71,16,417226,774833,1419.92,17.29,52559,605670526.795745
Bhubaneshwar,Home Fashion,City,23160038.3191489,Orissa,91.87,843402,144.5,135,91.87,843402,144.5,135,6247.422222,14.3,201502,264085,390802,24721,3.6,0.5,72.5,24.7,71,16,417226,774833,1419.92,17.29,52559,605670526.795745
Bhubaneshwar,Healthcare,City,96217517.319149,Orissa,91.87,843402,144.5,135,91.87,843402,144.5,135,6247.422222,14.3,201502,264085,390802,24721,3.6,0.5,72.5,24.7,71,16,417226,774833,1419.92,17.29,52559,605670526.795745
Bhubaneshwar,Trolley Bags,City,20021579.0340426,Orissa,91.87,843402,144.5,135,91.87,843402,144.5,135,6247.422222,14.3,201502,264085,390802,24721,3.6,0.5,72.5,24.7,71,16,417226,774833,1419.92,17.29,52559,605670526.795745
Bhubaneshwar,Plastics,City,21648148.8978723,Orissa,91.87,843402,144.5,135,91.87,843402,144.5,135,6247.422222,14.3,201502,264085,390802,24721,3.6,0.5,72.5,24.7,71,16,417226,774833,1419.92,17.29,52559,605670526.795745
Bhubaneshwar,Processed Food,City,85817238.8170213,Orissa,91.87,843402,144.5,135,91.87,843402,144.5,135,6247.422222,14.3,201502,264085,390802,24721,3.6,0.5,72.5,24.7,71,16,417226,774833,1419.92,17.29,52559,605670526.795745
Bhubaneshwar,Sports,City,1411944.28085106,Orissa,91.87,843402,144.5,135,91.87,843402,144.5,135,6247.422222,14.3,201502,264085,390802,24721,3.6,0.5,72.5,24.7,71,16,417226,774833,1419.92,17.29,52559,605670526.795745
Bhubaneshwar,Staples,City,65223728.4808511,Orissa,91.87,843402,144.5,135,91.87,843402,144.5,135,6247.422222,14.3,201502,264085,390802,24721,3.6,0.5,72.5,24.7,71,16,417226,774833,1419.92,17.29,52559,605670526.795745
Bhubaneshwar,Stationery,City,24066656.7106383,Orissa,91.87,843402,144.5,135,91.87,843402,144.5,135,6247.422222,14.3,201502,264085,390802,24721,3.6,0.5,72.5,24.7,71,16,417226,774833,1419.92,17.29,52559,605670526.795745
Bhubaneshwar,Toys,City,8129330.16595744,Orissa,91.87,843402,144.5,135,91.87,843402,144.5,135,6247.422222,14.3,201502,264085,390802,24721,3.6,0.5,72.5,24.7,71,16,417226,774833,1419.92,17.29,52559,605670526.795745
Bhubaneshwar,Utensils,City,14640275.5106383,Orissa,91.87,843402,144.5,135,91.87,843402,144.5,135,6247.422222,14.3,201502,264085,390802,24721,3.6,0.5,72.5,24.7,71,16,417226,774833,1419.92,17.29,52559,605670526.795745
Bilaspur,Wellness,Town,388633.017021277,Chhatisgarh,88.13,331030,141.6,345.8,88.13,331030,141.6,345.8,957.2874494,5.8,95074,104758,147437,18016,0.6,0.2,57,25.3,68.3,5.3,164766,291736,933.03,44.61,58547,101714876.06383
Bilaspur,Cookware,Town,1281239.95744681,Chhatisgarh,88.13,331030,141.6,345.8,88.13,331030,141.6,345.8,957.2874494,5.8,95074,104758,147437,18016,0.6,0.2,57,25.3,68.3,5.3,164766,291736,933.03,44.61,58547,101714876.06383
Bilaspur,Crockery,Town,1500587.62978723,Chhatisgarh,88.13,331030,141.6,345.8,88.13,331030,141.6,345.8,957.2874494,5.8,95074,104758,147437,18016,0.6,0.2,57,25.3,68.3,5.3,164766,291736,933.03,44.61,58547,101714876.06383
Bilaspur,Electronics,Town,4173297.76595745,Chhatisgarh,88.13,331030,141.6,345.8,88.13,331030,141.6,345.8,957.2874494,5.8,95074,104758,147437,18016,0.6,0.2,57,25.3,68.3,5.3,164766,291736,933.03,44.61,58547,101714876.06383
Bilaspur,Farm Fresh,Town,247961.689361702,Chhatisgarh,88.13,331030,141.6,345.8,88.13,331030,141.6,345.8,957.2874494,5.8,95074,104758,147437,18016,0.6,0.2,57,25.3,68.3,5.3,164766,291736,933.03,44.61,58547,101714876.06383
Bilaspur,Fashion,Town,30317269.6382979,Chhatisgarh,88.13,331030,141.6,345.8,88.13,331030,141.6,345.8,957.2874494,5.8,95074,104758,147437,18016,0.6,0.2,57,25.3,68.3,5.3,164766,291736,933.03,44.61,58547,101714876.06383
Bilaspur,Food Services,Town,233372.012765957,Chhatisgarh,88.13,331030,141.6,345.8,88.13,331030,141.6,345.8,957.2874494,5.8,95074,104758,147437,18016,0.6,0.2,57,25.3,68.3,5.3,164766,291736,933.03,44.61,58547,101714876.06383
Bilaspur,Shoes,Town,1063127.61276596,Chhatisgarh,88.13,331030,141.6,345.8,88.13,331030,141.6,345.8,957.2874494,5.8,95074,104758,147437,18016,0.6,0.2,57,25.3,68.3,5.3,164766,291736,933.03,44.61,58547,101714876.06383
Bilaspur,Home Essentials,Town,1505429.05957447,Chhatisgarh,88.13,331030,141.6,345.8,88.13,331030,141.6,345.8,957.2874494,5.8,95074,104758,147437,18016,0.6,0.2,57,25.3,68.3,5.3,164766,291736,933.03,44.61,58547,101714876.06383
Bilaspur,Home Fashion,Town,3176552.02553192,Chhatisgarh,88.13,331030,141.6,345.8,88.13,331030,141.6,345.8,957.2874494,5.8,95074,104758,147437,18016,0.6,0.2,57,25.3,68.3,5.3,164766,291736,933.03,44.61,58547,101714876.06383
Bilaspur,Healthcare,Town,17543805.7191489,Chhatisgarh,88.13,331030,141.6,345.8,88.13,331030,141.6,345.8,957.2874494,5.8,95074,104758,147437,18016,0.6,0.2,57,25.3,68.3,5.3,164766,291736,933.03,44.61,58547,101714876.06383
Bilaspur,Trolley Bags,Town,2380004.62978723,Chhatisgarh,88.13,331030,141.6,345.8,88.13,331030,141.6,345.8,957.2874494,5.8,95074,104758,147437,18016,0.6,0.2,57,25.3,68.3,5.3,164766,291736,933.03,44.61,58547,101714876.06383
Bilaspur,Plastics,Town,3724322.27234043,Chhatisgarh,88.13,331030,141.6,345.8,88.13,331030,141.6,345.8,957.2874494,5.8,95074,104758,147437,18016,0.6,0.2,57,25.3,68.3,5.3,164766,291736,933.03,44.61,58547,101714876.06383
Bilaspur,Processed Food,Town,14026340.0212766,Chhatisgarh,88.13,331030,141.6,345.8,88.13,331030,141.6,345.8,957.2874494,5.8,95074,104758,147437,18016,0.6,0.2,57,25.3,68.3,5.3,164766,291736,933.03,44.61,58547,101714876.06383
Bilaspur,Sports,Town,325211.242553191,Chhatisgarh,88.13,331030,141.6,345.8,88.13,331030,141.6,345.8,957.2874494,5.8,95074,104758,147437,18016,0.6,0.2,57,25.3,68.3,5.3,164766,291736,933.03,44.61,58547,101714876.06383
Bilaspur,Staples,Town,13886973.5617021,Chhatisgarh,88.13,331030,141.6,345.8,88.13,331030,141.6,345.8,957.2874494,5.8,95074,104758,147437,18016,0.6,0.2,57,25.3,68.3,5.3,164766,291736,933.03,44.61,58547,101714876.06383
Bilaspur,Stationery,Town,2124750.91914894,Chhatisgarh,88.13,331030,141.6,345.8,88.13,331030,141.6,345.8,957.2874494,5.8,95074,104758,147437,18016,0.6,0.2,57,25.3,68.3,5.3,164766,291736,933.03,44.61,58547,101714876.06383
Bilaspur,Toys,Town,1417239.29361702,Chhatisgarh,88.13,331030,141.6,345.8,88.13,331030,141.6,345.8,957.2874494,5.8,95074,104758,147437,18016,0.6,0.2,57,25.3,68.3,5.3,164766,291736,933.03,44.61,58547,101714876.06383
Bilaspur,Utensils,Town,2398757.99574468,Chhatisgarh,88.13,331030,141.6,345.8,88.13,331030,141.6,345.8,957.2874494,5.8,95074,104758,147437,18016,0.6,0.2,57,25.3,68.3,5.3,164766,291736,933.03,44.61,58547,101714876.06383
Burdwan,Wellness,Town,2276430.09787234,West Bengal,88.31,314265,143.6,59,88.31,314265,143.6,59,5326.525424,7,60662,88810,143698,20488,0.4,0.3,68.2,17,69.2,4,153103,277527,1079.25,22.52,70059,139756025.93617
Burdwan,Cookware,Town,2372522.01276596,West Bengal,88.31,314265,143.6,59,88.31,314265,143.6,59,5326.525424,7,60662,88810,143698,20488,0.4,0.3,68.2,17,69.2,4,153103,277527,1079.25,22.52,70059,139756025.93617
Burdwan,Crockery,Town,2916523.54468085,West Bengal,88.31,314265,143.6,59,88.31,314265,143.6,59,5326.525424,7,60662,88810,143698,20488,0.4,0.3,68.2,17,69.2,4,153103,277527,1079.25,22.52,70059,139756025.93617
Burdwan,Electronics,Town,5574540.3106383,West Bengal,88.31,314265,143.6,59,88.31,314265,143.6,59,5326.525424,7,60662,88810,143698,20488,0.4,0.3,68.2,17,69.2,4,153103,277527,1079.25,22.52,70059,139756025.93617
Burdwan,Farm Fresh,Town,2117807.78723404,West Bengal,88.31,314265,143.6,59,88.31,314265,143.6,59,5326.525424,7,60662,88810,143698,20488,0.4,0.3,68.2,17,69.2,4,153103,277527,1079.25,22.52,70059,139756025.93617
Burdwan,Fashion,Town,33393354.1361702,West Bengal,88.31,314265,143.6,59,88.31,314265,143.6,59,5326.525424,7,60662,88810,143698,20488,0.4,0.3,68.2,17,69.2,4,153103,277527,1079.25,22.52,70059,139756025.93617
Burdwan,Food Services,Town,22400.3957446809,West Bengal,88.31,314265,143.6,59,88.31,314265,143.6,59,5326.525424,7,60662,88810,143698,20488,0.4,0.3,68.2,17,69.2,4,153103,277527,1079.25,22.52,70059,139756025.93617
Burdwan,Shoes,Town,175727.455319149,West Bengal,88.31,314265,143.6,59,88.31,314265,143.6,59,5326.525424,7,60662,88810,143698,20488,0.4,0.3,68.2,17,69.2,4,153103,277527,1079.25,22.52,70059,139756025.93617
Burdwan,Home Essentials,Town,7437.6170212766,West Bengal,88.31,314265,143.6,59,88.31,314265,143.6,59,5326.525424,7,60662,88810,143698,20488,0.4,0.3,68.2,17,69.2,4,153103,277527,1079.25,22.52,70059,139756025.93617
Burdwan,Home Fashion,Town,3276933.97021276,West Bengal,88.31,314265,143.6,59,88.31,314265,143.6,59,5326.525424,7,60662,88810,143698,20488,0.4,0.3,68.2,17,69.2,4,153103,277527,1079.25,22.52,70059,139756025.93617
Burdwan,Healthcare,Town,20441850.1744681,West Bengal,88.31,314265,143.6,59,88.31,314265,143.6,59,5326.525424,7,60662,88810,143698,20488,0.4,0.3,68.2,17,69.2,4,153103,277527,1079.25,22.52,70059,139756025.93617
Burdwan,Trolley Bags,Town,3556570.73617021,West Bengal,88.31,314265,143.6,59,88.31,314265,143.6,59,5326.525424,7,60662,88810,143698,20488,0.4,0.3,68.2,17,69.2,4,153103,277527,1079.25,22.52,70059,139756025.93617
Burdwan,Plastics,Town,3995496.7787234,West Bengal,88.31,314265,143.6,59,88.31,314265,143.6,59,5326.525424,7,60662,88810,143698,20488,0.4,0.3,68.2,17,69.2,4,153103,277527,1079.25,22.52,70059,139756025.93617
Burdwan,Processed Food,Town,19588367.9148936,West Bengal,88.31,314265,143.6,59,88.31,314265,143.6,59,5326.525424,7,60662,88810,143698,20488,0.4,0.3,68.2,17,69.2,4,153103,277527,1079.25,22.52,70059,139756025.93617
Burdwan,Sports,Town,302110.306382979,West Bengal,88.31,314265,143.6,59,88.31,314265,143.6,59,5326.525424,7,60662,88810,143698,20488,0.4,0.3,68.2,17,69.2,4,153103,277527,1079.25,22.52,70059,139756025.93617
Burdwan,Staples,Town,14166456.2893617,West Bengal,88.31,314265,143.6,59,88.31,314265,143.6,59,5326.525424,7,60662,88810,143698,20488,0.4,0.3,68.2,17,69.2,4,153103,277527,1079.25,22.52,70059,139756025.93617
Burdwan,Stationery,Town,19706998.5319149,West Bengal,88.31,314265,143.6,59,88.31,314265,143.6,59,5326.525424,7,60662,88810,143698,20488,0.4,0.3,68.2,17,69.2,4,153103,277527,1079.25,22.52,70059,139756025.93617
Burdwan,Toys,Town,2066979.33617021,West Bengal,88.31,314265,143.6,59,88.31,314265,143.6,59,5326.525424,7,60662,88810,143698,20488,0.4,0.3,68.2,17,69.2,4,153103,277527,1079.25,22.52,70059,139756025.93617
Burdwan,Utensils,Town,3797518.54042553,West Bengal,88.31,314265,143.6,59,88.31,314265,143.6,59,5326.525424,7,60662,88810,143698,20488,0.4,0.3,68.2,17,69.2,4,153103,277527,1079.25,22.52,70059,139756025.93617
Cuttack,Wellness,Town,480547.70212766,Orissa,91,610189,144.5,398,91,610189,144.5,398,1533.138191,11.7,133798,186768,252908,32443,0.8,0.4,73.1,31.4,76.7,8.7,301857,555271,789.26,35.69,52559,144777398.365957
Cuttack,Cookware,Town,2034576.32340426,Orissa,91,610189,144.5,398,91,610189,144.5,398,1533.138191,11.7,133798,186768,252908,32443,0.8,0.4,73.1,31.4,76.7,8.7,301857,555271,789.26,35.69,52559,144777398.365957
Cuttack,Crockery,Town,2798322.64255319,Orissa,91,610189,144.5,398,91,610189,144.5,398,1533.138191,11.7,133798,186768,252908,32443,0.8,0.4,73.1,31.4,76.7,8.7,301857,555271,789.26,35.69,52559,144777398.365957
Cuttack,Electronics,Town,5517266.10638298,Orissa,91,610189,144.5,398,91,610189,144.5,398,1533.138191,11.7,133798,186768,252908,32443,0.8,0.4,73.1,31.4,76.7,8.7,301857,555271,789.26,35.69,52559,144777398.365957
Cuttack,Farm Fresh,Town,303929.161702128,Orissa,91,610189,144.5,398,91,610189,144.5,398,1533.138191,11.7,133798,186768,252908,32443,0.8,0.4,73.1,31.4,76.7,8.7,301857,555271,789.26,35.69,52559,144777398.365957
Cuttack,Fashion,Town,36881707.6425532,Orissa,91,610189,144.5,398,91,610189,144.5,398,1533.138191,11.7,133798,186768,252908,32443,0.8,0.4,73.1,31.4,76.7,8.7,301857,555271,789.26,35.69,52559,144777398.365957
Cuttack,Food Services,Town,810208.719148936,Orissa,91,610189,144.5,398,91,610189,144.5,398,1533.138191,11.7,133798,186768,252908,32443,0.8,0.4,73.1,31.4,76.7,8.7,301857,555271,789.26,35.69,52559,144777398.365957
Cuttack,Shoes,Town,1197917.49787234,Orissa,91,610189,144.5,398,91,610189,144.5,398,1533.138191,11.7,133798,186768,252908,32443,0.8,0.4,73.1,31.4,76.7,8.7,301857,555271,789.26,35.69,52559,144777398.365957
Cuttack,Home Essentials,Town,1526326.02553192,Orissa,91,610189,144.5,398,91,610189,144.5,398,1533.138191,11.7,133798,186768,252908,32443,0.8,0.4,73.1,31.4,76.7,8.7,301857,555271,789.26,35.69,52559,144777398.365957
Cuttack,Home Fashion,Town,5304414.33617021,Orissa,91,610189,144.5,398,91,610189,144.5,398,1533.138191,11.7,133798,186768,252908,32443,0.8,0.4,73.1,31.4,76.7,8.7,301857,555271,789.26,35.69,52559,144777398.365957
Cuttack,Healthcare,Town,26176664.5106383,Orissa,91,610189,144.5,398,91,610189,144.5,398,1533.138191,11.7,133798,186768,252908,32443,0.8,0.4,73.1,31.4,76.7,8.7,301857,555271,789.26,35.69,52559,144777398.365957
Cuttack,Trolley Bags,Town,4784038.32340425,Orissa,91,610189,144.5,398,91,610189,144.5,398,1533.138191,11.7,133798,186768,252908,32443,0.8,0.4,73.1,31.4,76.7,8.7,301857,555271,789.26,35.69,52559,144777398.365957
Cuttack,Plastics,Town,5227638.55744681,Orissa,91,610189,144.5,398,91,610189,144.5,398,1533.138191,11.7,133798,186768,252908,32443,0.8,0.4,73.1,31.4,76.7,8.7,301857,555271,789.26,35.69,52559,144777398.365957
Cuttack,Processed Food,Town,23752021.706383,Orissa,91,610189,144.5,398,91,610189,144.5,398,1533.138191,11.7,133798,186768,252908,32443,0.8,0.4,73.1,31.4,76.7,8.7,301857,555271,789.26,35.69,52559,144777398.365957
Cuttack,Sports,Town,387858.008510638,Orissa,91,610189,144.5,398,91,610189,144.5,398,1533.138191,11.7,133798,186768,252908,32443,0.8,0.4,73.1,31.4,76.7,8.7,301857,555271,789.26,35.69,52559,144777398.365957
Cuttack,Staples,Town,19244155.1021277,Orissa,91,610189,144.5,398,91,610189,144.5,398,1533.138191,11.7,133798,186768,252908,32443,0.8,0.4,73.1,31.4,76.7,8.7,301857,555271,789.26,35.69,52559,144777398.365957
Cuttack,Stationery,Town,1981541.03829787,Orissa,91,610189,144.5,398,91,610189,144.5,398,1533.138191,11.7,133798,186768,252908,32443,0.8,0.4,73.1,31.4,76.7,8.7,301857,555271,789.26,35.69,52559,144777398.365957
Cuttack,Toys,Town,2281462.20851064,Orissa,91,610189,144.5,398,91,610189,144.5,398,1533.138191,11.7,133798,186768,252908,32443,0.8,0.4,73.1,31.4,76.7,8.7,301857,555271,789.26,35.69,52559,144777398.365957
Cuttack,Utensils,Town,4086802.75319149,Orissa,91,610189,144.5,398,91,610189,144.5,398,1533.138191,11.7,133798,186768,252908,32443,0.8,0.4,73.1,31.4,76.7,8.7,301857,555271,789.26,35.69,52559,144777398.365957
Darjeeling,Wellness,Town,153868.591489362,West Bengal,93.85,118805,143.6,10.57,93.85,118805,143.6,10.57,11239.82971,9.2,22232,36480,53924,6086,1,0.9,70.4,22.2,77.1,6,57879,111498,1079.25,22.52,70059,63891054.5319149
Darjeeling,Cookware,Town,1001375.89361702,West Bengal,93.85,118805,143.6,10.57,93.85,118805,143.6,10.57,11239.82971,9.2,22232,36480,53924,6086,1,0.9,70.4,22.2,77.1,6,57879,111498,1079.25,22.52,70059,63891054.5319149
Darjeeling,Crockery,Town,1542496.23829787,West Bengal,93.85,118805,143.6,10.57,93.85,118805,143.6,10.57,11239.82971,9.2,22232,36480,53924,6086,1,0.9,70.4,22.2,77.1,6,57879,111498,1079.25,22.52,70059,63891054.5319149
